blood_bank_name,state,district,city,address,mobile,category,latitude,longitude
District Hospital Blood Bank,Uttar Pradesh,MATHURA,Mathura,Etah,9876543210,Government,25.351229,82.986065
"Rotary Blood Bank, Rotary Point",Uttar Pradesh,MATHURA,Mathura,"Near Alwar Railway Bridge, Delhi-mathura NH-2",8171911911,Charity,27.5117922,77.654894
Ramakrishna Mission Sevashrama,Uttar Pradesh,MATHURA,Vrindaban,"Swami Vivekananda Road, Near Anandmayee Maa Temple, Mathura, Vrindaban",9876543210,Private,27.571999,77.694371
Fatima Hospital Blood Bank,Uttar Pradesh,MAU,Mau,"Fatima Hospital, Chandmari Imiliya Road, Maunathbhanjan, Mau",7839038093,Charity,25.923014,83.570215
Combined District Hospital,Uttar Pradesh,MAU,Mau,Munshi Pura,9927612995,Government,25.921403,83.563806
Military Hospital,Uttar Pradesh,MEERUT,Meerut,Pratapgarh,9876543210,Government,28.987584,77.689042
Lokpriya Hospital Blood Bank,Uttar Pradesh,MEERUT,Meerut,"Samrat Palace, Garh Road",9876543210,Private,28.968374,77.730585
SVBP Hospital Blood Bank,Uttar Pradesh,MEERUT,Meerut,LLRM Medical College Campus,9876543210,Government,28.958429,77.753433
P.L. Sharma Hospital Blood Bank,Uttar Pradesh,MEERUT,Meerut,Jali Kothi,9876543210,Government,28.98213,77.699779
Subharti Hospital Blood Bank,Uttar Pradesh,MEERUT,Meerut,Meerut by Pass Road,9876543210,Charity,28.961414,77.638197
Sanjeevani Blood Bank,Uttar Pradesh,MEERUT,Meerut,"644, Bhagpat Road",9876543210,Private,28.972402,77.687042
Anand Hospital Blood Bank,Uttar Pradesh,MEERUT,Meerut,"A-1, Damodar Colony, Garh Road",9876543210,Private,28.96181,77.746366
Jaswant Rai Specialty Hospital Blood Bank,Uttar Pradesh,MEERUT,Meerut,"Opposite Sports Stadium, Civil Lines, Mawana Road",9876543210,Private,28.991297,77.72323
Vadhava Blood Bank,Uttar Pradesh,MEERUT,Meerut,Meerut,9412746144,Private,28.961817,77.755222
District Hospital Blood Bank,Uttar Pradesh,MIRZAPUR,Mirzapur,Sultanpur,9876543210,Government,25.154094,82.577234
Pt. Deen Dayal Upadhaya Combined District Hospital,Uttar Pradesh,MORADABAD,Moradabad,"Civil LinesMoradabad, Uttar Pradesh",9415755536,Government,28.848179,78.765907
Asian Vivekanand Super Specialty Hospital Blood Bank,Uttar Pradesh,MORADABAD,Moradabad,Faizabad,9876543210,Private,28.883923,78.736882
Dr. Chaturvedi Central Blood Bank,Uttar Pradesh,MORADABAD,Moradabad,Renukoot,9876543210,Private,28.845183,78.774082
Sri Sai Hospital and Blood Bank,Uttar Pradesh,MORADABAD,Moradabad,"Mansarovar Scheme, Delhi Road",9760016106,Private,28.840201,78.752813
Teerthankar Mahaveer Hospital and Research Centre,Uttar Pradesh,MORADABAD,Moradabad,"N.H. 24, Delhi Road, Bagadpur, Moradabad, Uttar Pradesh 244001",9876543210,Private,28.822812,78.65787
"Cosmos Hospital, Multi Speciality and Trauma Centre",Uttar Pradesh,MORADABAD,Moradabad,"Prem Nagar, P.O.- Kazipura, Kanth Road",8477007857,Private,28.894018,78.729084
District Hospital Blood Bank,Uttar Pradesh,MORADABAD,Moradabad,"Bank Civil Lines, Moradabad",9876543210,Government,28.84818,78.76591
IMA Blood Bank (Run by Indian Medical Association),Uttar Pradesh,MORADABAD,Mumbai,"IMA Bhawan, Court Compound",9876543210,Private,30.334183,78.017785
District Hospital Blood Bank,Uttar Pradesh,MUZAFFARNAGAR,Muzaffarnagar,Banda,9450268160,Government,29.478774,77.696912
Muzaffarnagar Medical College and Hospital,Uttar Pradesh,MUZAFFARNAGAR,Muzaffarnagar,"Opposite Begrajpur Industrial Area, Ghasipura",9997732222,Private,29.372403,77.706668
District Hospital,Uttar Pradesh,PILIBHIT,Pilibhit,"Ekta Nagar, Pilibhit",9415030192,Government,28.630707,79.816455
District Hospital Blood Bank,Uttar Pradesh,PRATAPGARH,Pratapgarh,Barabanki,9415486482,Government,25.922103,81.998641
District Hospital Blood Bank,Uttar Pradesh,RAEBARELI,Raebareli,"Nirala nagar, Raebareli",9876543210,Government,26.222751,81.23944
District Hospital Blood Bank,Uttar Pradesh,RAMPUR,Rampur,Lucknow,9876543210,Government,28.807443,79.014396
Maulana Mohamad Ali Johar Hospital,Uttar Pradesh,RAMPUR,Rampur,Nainital Road,9876543210,Charity,28.818555,79.060106
Tarawati Nursing Home Private Limited Blood Bank,Uttar Pradesh,SAHARANPUR,Saharanpur,Bajoria Road,9359202132,Private,29.95683,77.557192
"SBD, District Hospital",Uttar Pradesh,SAHARANPUR,Saharanpur,Bajoria Road,9415058785,Government,29.955375,77.559465
District Hospital Blood Bank,Uttar Pradesh,SANT KABIR NAGAR,Sant Kabir Nagar,Khalilabad,9876543210,Government,26.732839,83.139134
Jeevan Deep Hospital Private Limited Blood Bank,Uttar Pradesh,Sant Ravidas Nagar (BHADOHI),Bhadohi,"Indira Mill Crossing, Jeevandeep Road, Jamunipur, SRN Bhadohi",9876543210,Private,25.387859,82.592757
Maharaja Chet Singh District Hospital,Uttar Pradesh,Sant Ravidas Nagar (BHADOHI),Bhadoi,Gyanpur,9876543210,Government,25.358723,82.464122
District Hospital Blood Bank,Uttar Pradesh,SHAHJAHANPUR,Shahjahanpur,Ambedkar Nagar,9412377198,Government,27.871234,79.913853
Swami Vivekanand Charitable Blood Bank,Uttar Pradesh,SHAHJAHANPUR,Shahjahanpur,"A unit of Swami Vivekanand Charitable Trust Regd.,   Near Anta Chauraha",0945131195,Charity,27.874974,79.915468
Hind Institute of Medical Sciences Blood Bank,Uttar Pradesh,SITAPUR,Atariya,"Atariya, Sitapur",9876543210,Private,27.188717,80.85432
District Hospital,Uttar Pradesh,SITAPUR,Sitapur,Nai Basti,9876543210,Government,27.571025,80.676905
BCM Hospital Blood Bank,Uttar Pradesh,SITAPUR,Sitapur,Khairabad,8604905210,Charity,27.530523,80.745172
Hindalco Hospital Blood Bank,Uttar Pradesh,SONBHADRA,Renukoot,"Plant -1 Road, Renukoot",9876543210,Private,24.212959,83.036739
District Joint Hospital,Uttar Pradesh,SONBHADRA,Sonbhadra,"SH 5A, Bhandar Khurd",9161349145,Government,24.646173,83.058614
Sanjay Gandhi Hospital Blood Bank,Uttar Pradesh,SULTANPUR,Amethi,"SH 34, Katra Maharan",9876543210,Government,26.210663,81.807126
District Hospital Blood Bank,Uttar Pradesh,SULTANPUR,Sultanpur,Sultanpur,9415168259,Government,26.262708,82.069909
District Hospital Blood Bank,Uttar Pradesh,UNNAO,Unnao,Orai,9415457880,Government,26.537805,80.478884
Banaras Heart Hospital Component Blood Bank,Uttar Pradesh,VARANASI,Banaras,"62, Chandrika Nagar, Sigra",9369352137,Private,25.311963,82.986551
Shri Shiv Prasad Gupta Mandliya Zilla Chikitsalaya,Uttar Pradesh,VARANASI,Varanasi,Varanasi,0941248770,Government,25.31984,83.008853
Heritage Hospital,Uttar Pradesh,VARANASI,Varanasi,LANKA BHU ROAD,8953003624,Private,25.279165,83.003404
Sir Sunderlal Hospital Blood Bank,Uttar Pradesh,VARANASI,Varanasi,"IMS, BHU, Lanka",9876543210,Government,25.276992,83.001231
Santushti Hospital Private Limited Blood Bank,Uttar Pradesh,VARANASI,Varanasi,"N8/180-B-51, BHU - DLW Road, DLW Sunderpur Road, Sunderpur, Newada, Varanasi, Uttar Pradesh",9876543210,Private,25.282632,82.975715
Apex Hospital Component Blood Bank,Uttar Pradesh,VARANASI,Varanasi,"Apex Welcare Trust, N-7/2, A-5, D.L.W. Hydil Road",9876543210,Private,25.283163,82.968511
Pt. Deen Dayal Upadhayay Government Hospital,Uttar Pradesh,VARANASI,varanasi,Pandeypur,9876543210,Government,28.628047,77.112399
Heritage Institute of Medical Sciences Blood Bank,Uttar Pradesh,VARANASI,Varanasi,"3rd Floor, Near Mohan Sarai, Ram Nagar Bypass, Bhadwar",9415226197,Private,25.278956,83.002917
District Hospital,Uttarakhand,ALMORA,Almora,"District Hospital, Almora",9412163496,Government,29.59808,79.659042
Govind Singh Mahra Government Hospital Blood Bank,Uttarakhand,ALMORA,Ranikhet,"GSM Government Hospital, Ranikhet",9410161710,Government,29.643481,79.438859
Gopeshwar (Chamoli) District Hospital Blood Bank,Uttarakhand,CHAMOLI,Gopeshwar,"District Hospital, Gopeshwar (Chamoli)",8958716843,Government,30.410086,79.320134
"Doon Hospital, District Hospital Blood Bank",Uttarakhand,DEHRADUN,Dehradun,"Court Road, Nagar Nigam, Dehradun",9456174232,Government,30.318779,78.042188
IMA Blood Bank of Uttarakhand,Uttarakhand,DEHRADUN,Dehradun,"47, Ballupur Road, Dehradun",9876543210,Charity,30.334225,78.017667
Max Super Speciality Hospital Blood Bank,Uttarakhand,DEHRADUN,Dehradun,"Mansa Malsi, Khasra No. 165-166, Massorie Diversion RoadNear indian oil petrol Pump",9997159330,Private,30.373737,78.074684
Sainik (Military Hospital) Hospital Blood Bank,Uttarakhand,DEHRADUN,Dehradun,"Army Canteen, Dehradun",9876543210,Government,30.316493,78.032191
Shri Mahant Indiresh Hospital Blood Bank,Uttarakhand,DEHRADUN,Dehradun,"Patel Nagar, Dehradun",9557016224,Private,30.304956,78.021322
Himalayan Institute Trust Blood Bank,Uttarakhand,DEHRADUN,Doiwala,"HIHT, Jolly Grant, DehradunNear Airport",9411013626,Charity,30.192882,78.164815
SPS Government Hospital Blood Bank,Uttarakhand,DEHRADUN,Rishikesh,"SPS Government Hospital, Rishikesh",9412403065,Government,30.108705,78.295839
HMG District Hospital Blood Bank Haridwar,Uttarakhand,HARIDWAR,Haridwar,"Bilkeshwar Road, Near Mela Hospital, Laltaro Pul, Haridwar",0941237915,Government,29.951147,78.161657
Ramakrishna Mission Sevashrana Blood Bank,Uttarakhand,HARIDWAR,Haridwar,"Opposite to Harihar Ashram, Ramakrishna Mission",9412379159,Charity,29.933208,78.148128
BHEL Hospital Blood Bank,Uttarakhand,HARIDWAR,Haridwar,"Near HDFC bank BHEL, Haridwar",9876543210,Private,29.94804,78.115461
Government Combined Hospital Blood Bank Roorkee,Uttarakhand,HARIDWAR,Roorkee,"Government Hospital, Dehradun Road, RoorkeeNear Idgah chowk",9412403065,Government,29.878353,77.878609
Sainik Hospital Blood Bank,Uttarakhand,HARIDWAR,Roorkee,"Army Canteen, Roorkee",9876543210,Government,29.854008,77.886842
Dr. Susheela Tiwari Memorial Hospital Blood Bank,Uttarakhand,NAINITAL,Haldwani,"STM Govt Hospital Rampur Road, Haldwani. Opposite to FTI Building",0999724400,Government,29.204322,79.515729
Soban Singh Jeena Base Hospital (SSJ) Blood Bank,Uttarakhand,NAINITAL,Haldwani,"Near Roadways Bus Stand, Haldwani",9412913888,Government,29.215833,79.52931
Government Combined Hospital Blood Bank,Uttarakhand,PAURI GARHWAL,Kotdwar,"Government Hospital Pauri Road, Kotdwar",9411739473,Government,29.751387,78.524142
District Hospital Blood Bank,Uttarakhand,PAURI GARHWAL,Pauri Garhwal,"District Hospital, Pauri Garhwal",9876543210,Government,30.150844,78.773687
H.N. Bahuguna Government Base Hospital Blood Bank,Uttarakhand,PAURI GARHWAL,Srinagar,"Base Hospital, Badrinath Road, Srinagar",9412040359,Government,30.222802,78.816142
B.D. Pandey District Hospital Blood Bank,Uttarakhand,PITHORAGARH,Pithoragarh,"District Hospital Mallital, Nainital",9412951518,Government,29.587434,80.211347
B.D. Pandey (P) Hospital Blood Bank,Uttarakhand,PITHORAGARH,Pithoragarh,"B.D. Pandey District Hospital, Pithoragarh",9411119184,Government,29.587436,80.211345
L.D. Bhatt Governmentt Hospital Kashipur,Uttarakhand,UDHAM SINGH NAGAR,Kashipur,"Ramnagar Road Kashipur Udam singh nagar,Opposite to Domino39s Kashipur Ramnagar Road",9568100123,Government,29.218682,78.963999
Jeevan Rekha Hospital Blood Bank,Uttarakhand,UDHAM SINGH NAGAR,Kashipur,"Kachnal Gazi, Manpur Road",9837855132,Private,29.238855,78.965199
Chamunda Hospital Blood Bank,Uttarakhand,UDHAM SINGH NAGAR,Kashipur,"Chamunda Hospital, Kashipur",9411270462,Private,29.218723,78.96485
Jawahar Lal Nehru District Hospital (JLN ) Blood Bank,Uttarakhand,UDHAM SINGH NAGAR,Rudrapur,"Kichha Road, Rudrapur, Near Indra Chouk",9412088195,Government,28.970388,79.399832
Uttarkashi District Hospital Blood Bank,Uttarakhand,UTTAR KASHI,Uttar Kashi,"District Hospital, Near Vishwanath Temple",9410735514,Government,30.729788,78.442688
Barasat District Hospital Blood Bank,West Bengal,24 PARAGANAS NORTH,Barasat,P.O. Barasat,9433141123,Government,22.721578,88.492236
Base Hospital Blood Bank Barrackpore,West Bengal,24 PARAGANAS NORTH,Barrackpore,North 24-Paraganas,9876543210,Government,22.767744,88.347009
Barrackpore S.D. Hospital (Dr. B.N. Bose) Hospital Blood Bank,West Bengal,24 PARAGANAS NORTH,Barrackpore,"Barrackpore, District- North 24 Parganas P.O. Barrackpore",9830042202,Government,22.7516453,88.3709966
S.D. Hospital Blood Bank Basirhat,West Bengal,24 PARAGANAS NORTH,North 24 Parganas,P.O. Basirhat,9830139352,Government,22.666139,88.89003
Bongaon S.D. Hospital Blood Bank (Dr. J.R. Dhar),West Bengal,24 PARAGANAS NORTH,North 24 Parganas,P.O. Bongaon,0943455797,Government,23.047662,88.822849
Canning Sub Divisional Hospital Blood Bank,West Bengal,24 PARAGANAS SOUTH,Canning Town,Canning,9830978592,Government,22.314134,88.659722
Diamond Harbour Hospital Blood Bank,West Bengal,24 PARAGANAS SOUTH,Diamond Harbour,"Diamond Harbour Rd, Harindanga",9432886141,Government,22.197588,88.190999
Baruipur Sub-Divisional Hospital Blood Bank,West Bengal,24 PARAGANAS SOUTH,South 24 Parganas,"Subuddhipur, Baruipur,",0973277071,Government,22.359212,88.4335733
Bankura Sammilani Medical College and Hospital Blood Bank,West Bengal,BANKURA,Bankura,"Gobindanagar, P.O.- Kenduadihi",9467159242,Government,23.233875,87.037024
Little Heart Childrens Hospital Private Limited Blood Bank,West Bengal,BANKURA,Bankura,"271/7/1, Taragoti Samanta Road, Kenduadihi",9830275127,Private,23.2328678,87.0347214
Bishnupur S.D. Hospital Blood Bank,West Bengal,BANKURA,Bishnupur,P.O. Bishnupur,9932772938,Government,23.068944,87.309801
Khatra SD Hospital Blood Bank,West Bengal,BANKURA,Khatra,Hospital Road,9830322157,Government,22.969097,86.848541
Asansol District Hospital Blood Bank,West Bengal,BARDHAMAN,Asansol,"SB Gorai Rd, Hamid Nagar",9732335118,Government,23.676673,86.974114
ECL Central Hospital Kalla Blood Bank,West Bengal,BARDHAMAN,Asansol,"Domohani Rd, C H Kalla, Near Kazi Nazrul University",9477463948,Government,23.7012794,86.9963121
Divisional Railway Hospital Blood Bank Asansol,West Bengal,BARDHAMAN,Bardhaman,Asansol,9434373298,Government,23.674512,86.941165
Kasturba Gandhi Hospital Blood Bank,West Bengal,BARDHAMAN,Burdwan,"Chittaranjan Locovotive Works, Barddhaman Rd, Alipore",0916334050,Government,23.849528,86.895907
Rashmi Blood bank,West Bengal,BARDHAMAN,Burdwan,"Saheed Shibsankar Seba Samity, Baburbag Rd, Baburbag, Near Burdwan Fire Station",9830071948,Charity,23.254108,87.853364
Burdwan Medical College and Hospital Blood Bank,West Bengal,BARDHAMAN,Burdwan Sadar,"Near Baburbag Road, Bardhaman University",9831964064,Government,23.244835,87.857325
Burnpur Hospital SAIL-ISP Blood Bank,West Bengal,BARDHAMAN,Burnpur,IiSCO Steel Plant Ltd,0943496134,Government,23.6660013,86.9451971
Sanctoria Hospital Blood Bank,West Bengal,BARDHAMAN,Dishergarh Burdwan,"2, Jhalbagan, Sanctoria",0983209688,Government,23.7061752,86.8280197
Bidhannagar Sub-Divisional Hospital Blood Bank,West Bengal,BARDHAMAN,Durgapur,"Bidhannagar, Dr. Zakir Hussain avenue",9876543210,Government,23.5370135,87.331789
Durgapur Steel Plant Hospital Blood Bank,West Bengal,BARDHAMAN,Durgapur,"J. M. Sengupta Road, Durgapore-V, Burdwan (west),B-Zone.",0943479243,Government,23.572531,87.30336
The Mission Hospital Blood Bank (A Unit of Durgapur Medical Centre Private Limited),West Bengal,BARDHAMAN,Durgapur,"Plot No 219(P), Sector-2C, Iman Kalyan Sarani, Bidhan Nagar",0980088180,Private,23.5201833,87.3554804
Vivekananda Hospital Private Limited Blood bank,West Bengal,BARDHAMAN,Durgapur,"Dr. Zakir Hussain Avenue, Bidhan NagarBeside Durgapur Esi Hospital",7797343434,Private,23.523226,87.339337
IQ City Narayana Multispeciality Hospital Blood Bank,West Bengal,BARDHAMAN,Durgapur,"Sovapur, Bijra Road, Jemua",9163324545,Private,23.570751,87.3372
Kalna Sub Divisional Hospital Blood Bank,West Bengal,BARDHAMAN,Kalna,STKK Road,9876543210,Government,23.223472,88.346155
"Hemraj Blood Bank, Katwa S.D. Hospital",West Bengal,BARDHAMAN,Katwa,"Kachari Road,",9933304056,Government,23.646029,88.126393
Life Line Blood Bank,West Bengal,BARDHAMAN,Raniganj,"N.C.B. Road, P.O.- Raniganj, Burdwan Near Neilkantha Hotel",9831461331,Private,23.68721,86.973343
Rampurhat S.D. Hospital Blood Bank,West Bengal,BIRBHUM,Birbhum,"P.O. Rampurhat, Rampurahat hospital Road, Besides of NH-60",9932613072,Government,24.188551,87.7930965
Bolpur Sub Divisional Hospital Blood Bank,West Bengal,BIRBHUM,Bolpur,Nanoor Chandidas Road,9831187021,Government,23.663705,87.690853
Suri Sadar District Hospital Blood Bank,West Bengal,BIRBHUM,Suri,P.O. Suri,9474778520,Government,23.915783,87.516918
Cooch Behar Municipality Hospital Blood Bank,West Bengal,Cooch Behar,Cooch Behar,"Cooch Behar Municipality Building (Ground Floor), Near Sagar Dighi, Po - Cooch Behar",9876543210,Government,26.3193973,89.4406897
M.J.N Hospital Blood Bank,West Bengal,Cooch Behar,Cooch Behar,Silverjubilee Road,9433135529,Government,26.32175,89.446384
"St. John Ambulance Association, Cooch Berar District Centre",West Bengal,Cooch Behar,Cooch Behar,"Sagardighi North Collectorate Building,  P.O. Cooch Behar",9876543210,Private,26.3227486,89.43823
Balurghat District Hospital Blood Bank,West Bengal,Dakshin Dinajpur,Balurghat,"West Dinajpur, Balurghat",7797222313,Government,25.247506,88.781652
Base Hospital and Blood Bank,West Bengal,DARJEELING,Darjeeling,"158, C/O 99 APO, Siliguri",9733649581,Government,26.712463,88.317248
Darjeeling District Hospital Blood Bank,West Bengal,DARJEELING,Darjeeling,"Hill Cart Road, Near Darjeeling Police Station",9876543210,Government,27.0444301,88.2624757
S.D. Hospital Blood Bank Siliguri,West Bengal,DARJEELING,Darjeeling,P.O. Siliguri,9126442648,Government,26.711004,88.427963
Kalimpong Sub Divisional Hospital Blood Bank,West Bengal,DARJEELING,Kalimpong,"Kalimpong Hospital, Chotta Bhalukhop",9876543210,Government,27.072148,88.472107
Kurseong Sub Divisional Hospital Blood Bank,West Bengal,DARJEELING,Kurseong,"Burdawan Road, Near Kurseong Palace Hotel",0943417699,Government,26.880521,88.277576
North Bengal Medical College Hospital Blood Bank,West Bengal,DARJEELING,Siliguri,"Thiknikata,  P.O. Shusrut Nagar",9433038175,Government,26.691918,88.380047
Siliguri Terai Lions Charitable Trust Blood Bank,West Bengal,DARJEELING,Siliguri,"A Unit of Lions Club of Siliguri Terai,Dist 322F,  2nd Mile, Sevoke Road, Siliguri.",9433379879,Charity,26.740331,88.439515
"Paul P. Harris, Siliguri Rotary Blood Bank",West Bengal,DARJEELING,Siliguri,"Rotary Hall, Pradhan Nagar, Near Medica North Bengal Clinic",9933003240,Charity,26.7304824,88.4166094
Arambagh Sub Divisional Hospital Blood Bank,West Bengal,HOOGHLY,Arambagh,Opposite to ravindra Bhavan,9830314228,Government,22.887385,87.786016
Imambara Sadar Hospital Blood Bank,West Bengal,HOOGHLY,Chinsurah,"New Hospital Road, Akhanbazar",9433114777,Government,22.8926,88.399647
Chandannagar Sub Divisional Hospital Blood Bank,West Bengal,HOOGHLY,Hooghly,"Helapukur Rd, Last French Colony, Chandannagar",8348090946,Government,22.866913,88.369249
Walsh Hospital  Blood Bank,West Bengal,HOOGHLY,Serampore,"Serampore Walsh S.D. Hospital, 22/A T.C Goswami Street, Opposite Holy home school",9876543210,Government,22.755211,88.346626
Sanjiban Hospital Blood Bank,West Bengal,HOWRAH,"Fuleswar, Uluberia","A Unit of Chikitsabrati UdyogMonsatala More, Fuleswas, P.O. Sijberia",9674966026,Private,22.4807481,88.1152976
Howrah Orthopaedic Hospital Blood Bank,West Bengal,HOWRAH,Howrah,"222, Church Road, Howrah Railway StationNear Bijoy krishna Girls39 college",9830403315,Government,22.5839912,88.3356088
Howrah District Hospital Blood Bank,West Bengal,HOWRAH,Howrah,"09, Biplabi Haren Ghosh Sarani",9002022505,Government,22.580194,88.335924
Uluberia Sub-Divisional Hospital Blood Bank,West Bengal,HOWRAH,Uluberia,"Uluberia Station Road, Near Uluberia Station",9831060270,Government,22.470189,88.094533
Air Force Hospital Blood Bank,West Bengal,JALPAIGURI,Jalpaiguri,"No. 10 , P.O. Hasimara",9410735514,Government,26.7044458,89.3603002
Alipurduar Sub Divisional Hospital Blood Bank,West Bengal,JALPAIGURI,Jalpaiguri,"Hospital Rd, Alipurduar",0947434738,Government,26.484428,89.523071
Jalpaiguri Sub Divisonal Hospital Blood Bank,West Bengal,JALPAIGURI,Jalpaiguri,Hospital para,9433437383,Government,26.529163,88.727445
B.M. Birla Heart Research Centre Blood Bank,West Bengal,KOLKATA,KOLKATA,1/1 National Library Avenue,9876543210,Private,22.53269,88.328346
B.R. Singh Hospital Blood Bank,West Bengal,KOLKATA,Kolkata,"Eastern Railway, Sealdah",9434176999,Government,22.565712,88.370758
Belle Vue Clinic Blood Bank,West Bengal,KOLKATA,Kolkata,"9, Dr. U. N. Bramachari Street.",9876543210,Private,22.542571,88.355055
